,Date,Rent,City,Region,Latitude,Longitude,Rolling_3_Month_Average_Rent,Pct_Chg_1M_3M_Rolling_Average_Rents,Pct_Chg_12M_3M_Rolling_Average_Rents
24,2021-06-01,2597,new-york-ny,Northeast,40.7305991,-73.9865812,,,
23,2021-07-01,2712,new-york-ny,Northeast,40.7305991,-73.9865812,,,
22,2021-08-01,2945,new-york-ny,Northeast,40.7305991,-73.9865812,2751.3333333333335,,
21,2021-09-01,3091,new-york-ny,Northeast,40.7305991,-73.9865812,2916.0,0.05984976980857759,
20,2021-10-01,3218,new-york-ny,Northeast,40.7305991,-73.9865812,3084.6666666666665,0.05784179240969367,
19,2021-11-01,3186,new-york-ny,Northeast,40.7305991,-73.9865812,3165.0,0.026042792306029794,
18,2021-12-01,3237,new-york-ny,Northeast,40.7305991,-73.9865812,3213.6666666666665,0.015376513954713067,
17,2022-01-01,3230,new-york-ny,Northeast,40.7305991,-73.9865812,3217.6666666666665,0.0012446841613940052,
16,2022-02-01,3142,new-york-ny,Northeast,40.7305991,-73.9865812,3203.0,-0.004558168445042976,
15,2022-03-01,3261,new-york-ny,Northeast,40.7305991,-73.9865812,3211.0,0.0024976584452076622,
14,2022-04-01,3441,new-york-ny,Northeast,40.7305991,-73.9865812,3281.3333333333335,0.021903872106301403,
13,2022-05-01,3641,new-york-ny,Northeast,40.7305991,-73.9865812,3447.6666666666665,0.05069077610727346,
12,2022-06-01,3695,new-york-ny,Northeast,40.7305991,-73.9865812,3592.3333333333335,0.041960746398530535,
11,2022-07-01,3884,new-york-ny,Northeast,40.7305991,-73.9865812,3740.0,0.041106059200148426,
10,2022-08-01,3953,new-york-ny,Northeast,40.7305991,-73.9865812,3844.0,0.027807486631016065,0.3971407802277682
9,2022-09-01,3947,new-york-ny,Northeast,40.7305991,-73.9865812,3928.0,0.02185223725286156,0.3470507544581618
8,2022-10-01,3865,new-york-ny,Northeast,40.7305991,-73.9865812,3921.6666666666665,-0.0016123557365920194,0.27134212232548083
7,2022-11-01,3768,new-york-ny,Northeast,40.7305991,-73.9865812,3860.0,-0.015724606884827796,0.21958925750394953
6,2022-12-01,3717,new-york-ny,Northeast,40.7305991,-73.9865812,3783.3333333333335,-0.01986183074265968,0.1772637693185355
5,2023-01-01,3641,new-york-ny,Northeast,40.7305991,-73.9865812,3708.6666666666665,-0.019735682819383316,0.15259504817155278
4,2023-02-01,3398,new-york-ny,Northeast,40.7305991,-73.9865812,3585.3333333333335,-0.03325543771346384,0.11936725986054753
3,2023-03-01,3393,new-york-ny,Northeast,40.7305991,-73.9865812,3477.3333333333335,-0.03012272220156187,0.08294404650679965
2,2023-04-01,3628,new-york-ny,Northeast,40.7305991,-73.9865812,3473.0,-0.0012461656441717928,0.05841121495327095
1,2023-05-01,3893,new-york-ny,Northeast,40.7305991,-73.9865812,3638.0,0.047509357903829486,0.05520641980083152
0,2023-06-01,3995,new-york-ny,Northeast,40.7305991,-73.9865812,3838.6666666666665,0.05515851200293187,0.06857195880115041
24,2021-06-01,1372,philadelphia-pa,Northeast,39.952335,-75.163789,,,
23,2021-07-01,1347,philadelphia-pa,Northeast,39.952335,-75.163789,,,
22,2021-08-01,1356,philadelphia-pa,Northeast,39.952335,-75.163789,1358.3333333333333,,
21,2021-09-01,1368,philadelphia-pa,Northeast,39.952335,-75.163789,1357.0,-0.0009815950920244454,
20,2021-10-01,1372,philadelphia-pa,Northeast,39.952335,-75.163789,1365.3333333333333,0.006140997297961137,
19,2021-11-01,1447,philadelphia-pa,Northeast,39.952335,-75.163789,1395.6666666666667,0.022216796875000222,
18,2021-12-01,1416,philadelphia-pa,Northeast,39.952335,-75.163789,1411.6666666666667,0.011464055409601048,
17,2022-01-01,1477,philadelphia-pa,Northeast,39.952335,-75.163789,1446.6666666666667,0.024793388429751984,
16,2022-02-01,1442,philadelphia-pa,Northeast,39.952335,-75.163789,1445.0,-0.0011520737327189723,
15,2022-03-01,1405,philadelphia-pa,Northeast,39.952335,-75.163789,1441.3333333333333,-0.0025374855824683573,
14,2022-04-01,1405,philadelphia-pa,Northeast,39.952335,-75.163789,1417.3333333333333,-0.016651248843663313,
13,2022-05-01,1436,philadelphia-pa,Northeast,39.952335,-75.163789,1415.3333333333333,-0.0014111006585136865,
12,2022-06-01,1425,philadelphia-pa,Northeast,39.952335,-75.163789,1422.0,0.004710315591144765,
11,2022-07-01,1424,philadelphia-pa,Northeast,39.952335,-75.163789,1428.3333333333333,0.00445382090951707,
10,2022-08-01,1478,philadelphia-pa,Northeast,39.952335,-75.163789,1442.3333333333333,0.009801633605600824,0.061840490797546055
9,2022-09-01,1450,philadelphia-pa,Northeast,39.952335,-75.163789,1450.6666666666667,0.005777675063554533,0.06902480962908375
8,2022-10-01,1439,philadelphia-pa,Northeast,39.952335,-75.163789,1455.6666666666667,0.003446691176470562,0.06616210937500022
7,2022-11-01,1486,philadelphia-pa,Northeast,39.952335,-75.163789,1458.3333333333333,0.0018319212273871788,0.044900883687604365
6,2022-12-01,1460,philadelphia-pa,Northeast,39.952335,-75.163789,1461.6666666666667,0.0022857142857144463,0.03541912632821731
5,2023-01-01,1399,philadelphia-pa,Northeast,39.952335,-75.163789,1448.3333333333333,-0.009122006841505215,0.0011520737327188613
4,2023-02-01,1418,philadelphia-pa,Northeast,39.952335,-75.163789,1425.6666666666667,-0.01565017261219781,-0.013379469434832703
3,2023-03-01,1400,philadelphia-pa,Northeast,39.952335,-75.163789,1405.6666666666667,-0.014028524666822584,-0.024745605920443947
2,2023-04-01,1490,philadelphia-pa,Northeast,39.952335,-75.163789,1436.0,0.021579321792743578,0.013170272812794037
1,2023-05-01,1572,philadelphia-pa,Northeast,39.952335,-75.163789,1487.3333333333333,0.03574744661095641,0.05087140838436177
0,2023-06-01,1555,philadelphia-pa,Northeast,39.952335,-75.163789,1539.0,0.03473778574630226,0.08227848101265822
24,2021-06-01,2200,boston-ma,Northeast,42.3604823,-71.0595678,,,
23,2021-07-01,2290,boston-ma,Northeast,42.3604823,-71.0595678,,,
22,2021-08-01,2300,boston-ma,Northeast,42.3604823,-71.0595678,2263.3333333333335,,
21,2021-09-01,2452,boston-ma,Northeast,42.3604823,-71.0595678,2347.3333333333335,0.03711340206185576,
20,2021-10-01,2644,boston-ma,Northeast,42.3604823,-71.0595678,2465.3333333333335,0.05026980971314976,
19,2021-11-01,2622,boston-ma,Northeast,42.3604823,-71.0595678,2572.6666666666665,0.04353704705246075,
18,2021-12-01,2749,boston-ma,Northeast,42.3604823,-71.0595678,2671.6666666666665,0.038481471883907714,
17,2022-01-01,2832,boston-ma,Northeast,42.3604823,-71.0595678,2734.3333333333335,0.023456019962570185,
16,2022-02-01,2693,boston-ma,Northeast,42.3604823,-71.0595678,2758.0,0.008655369986590111,
15,2022-03-01,2600,boston-ma,Northeast,42.3604823,-71.0595678,2708.3333333333335,-0.018008218515832675,
14,2022-04-01,2533,boston-ma,Northeast,42.3604823,-71.0595678,2608.6666666666665,-0.036800000000000055,
13,2022-05-01,2512,boston-ma,Northeast,42.3604823,-71.0595678,2548.3333333333335,-0.023128034755941607,
12,2022-06-01,2512,boston-ma,Northeast,42.3604823,-71.0595678,2519.0,-0.011510791366906581,
11,2022-07-01,2590,boston-ma,Northeast,42.3604823,-71.0595678,2538.0,0.007542675664946374,
10,2022-08-01,2780,boston-ma,Northeast,42.3604823,-71.0595678,2627.3333333333335,0.035198318886262125,0.16082474226804133
9,2022-09-01,3060,boston-ma,Northeast,42.3604823,-71.0595678,2810.0,0.06952550114184208,0.19710309571144546
8,2022-10-01,3064,boston-ma,Northeast,42.3604823,-71.0595678,2968.0,0.056227758007117545,0.20389399675500264
7,2022-11-01,2995,boston-ma,Northeast,42.3604823,-71.0595678,3039.6666666666665,0.02414645103324342,0.18152371080590823
6,2022-12-01,3024,boston-ma,Northeast,42.3604823,-71.0595678,3027.6666666666665,-0.003947801294001518,0.1332501559575796
5,2023-01-01,2956,boston-ma,Northeast,42.3604823,-71.0595678,2991.6666666666665,-0.011890344599801872,0.09411191027672783
4,2023-02-01,2730,boston-ma,Northeast,42.3604823,-71.0595678,2903.3333333333335,-0.02952646239554313,0.05269518975102727
3,2023-03-01,2681,boston-ma,Northeast,42.3604823,-71.0595678,2789.0,-0.039380022962112515,0.0297846153846153
2,2023-04-01,2680,boston-ma,Northeast,42.3604823,-71.0595678,2697.0,-0.03298673359627102,0.0338614873498595
1,2023-05-01,2700,boston-ma,Northeast,42.3604823,-71.0595678,2687.0,-0.0037078235076010158,0.05441465009810331
0,2023-06-01,2750,boston-ma,Northeast,42.3604823,-71.0595678,2710.0,0.008559732043170731,0.07582373957919808
24,2021-06-01,2091,washington-dc,South,38.8949549,-77.0366456,,,
23,2021-07-01,2067,washington-dc,South,38.8949549,-77.0366456,,,
22,2021-08-01,2177,washington-dc,South,38.8949549,-77.0366456,2111.6666666666665,,
21,2021-09-01,2226,washington-dc,South,38.8949549,-77.0366456,2156.6666666666665,0.02131018153117603,
20,2021-10-01,2232,washington-dc,South,38.8949549,-77.0366456,2211.6666666666665,0.025502318392581103,
19,2021-11-01,2222,washington-dc,South,38.8949549,-77.0366456,2226.6666666666665,0.006782215523737811,
18,2021-12-01,2208,washington-dc,South,38.8949549,-77.0366456,2220.6666666666665,-0.0026946107784431295,
17,2022-01-01,2260,washington-dc,South,38.8949549,-77.0366456,2230.0,0.004202942059441606,
16,2022-02-01,2222,washington-dc,South,38.8949549,-77.0366456,2230.0,0.0,
15,2022-03-01,2237,washington-dc,South,38.8949549,-77.0366456,2239.6666666666665,0.004334828101644206,
14,2022-04-01,2257,washington-dc,South,38.8949549,-77.0366456,2238.6666666666665,-0.000446495014138959,
13,2022-05-01,2290,washington-dc,South,38.8949549,-77.0366456,2261.3333333333335,0.010125074449077065,
12,2022-06-01,2296,washington-dc,South,38.8949549,-77.0366456,2281.0,0.008696933962264008,
11,2022-07-01,2390,washington-dc,South,38.8949549,-77.0366456,2325.3333333333335,0.019435919918164624,
10,2022-08-01,2378,washington-dc,South,38.8949549,-77.0366456,2354.6666666666665,0.01261467889908241,0.11507498026835039
9,2022-09-01,2363,washington-dc,South,38.8949549,-77.0366456,2377.0,0.009484711211778185,0.10216383307573418
8,2022-10-01,2313,washington-dc,South,38.8949549,-77.0366456,2351.3333333333335,-0.010797924554760807,0.06314996232102499
7,2022-11-01,2299,washington-dc,South,38.8949549,-77.0366456,2325.0,-0.011199319535015628,0.04416167664670656
6,2022-12-01,2349,washington-dc,South,38.8949549,-77.0366456,2320.3333333333335,-0.00200716845878135,0.04488141699189452
5,2023-01-01,2333,washington-dc,South,38.8949549,-77.0366456,2327.0,0.00287315040942393,0.043497757847533736
4,2023-02-01,2304,washington-dc,South,38.8949549,-77.0366456,2328.6666666666665,0.0007162297665090911,0.04424514200298946
3,2023-03-01,2314,washington-dc,South,38.8949549,-77.0366456,2317.0,-0.00501002004008011,0.03452894776008342
2,2023-04-01,2321,washington-dc,South,38.8949549,-77.0366456,2313.0,-0.0017263703064307467,0.03320428826682553
1,2023-05-01,2372,washington-dc,South,38.8949549,-77.0366456,2335.6666666666665,0.009799682951433963,0.03287146226415083
0,2023-06-01,2375,washington-dc,South,38.8949549,-77.0366456,2356.0,0.00870558013415157,0.03288031565103022
24,2021-06-01,1725,miami-fl,South,25.7742658,-80.1936589,,,
23,2021-07-01,1800,miami-fl,South,25.7742658,-80.1936589,,,
22,2021-08-01,2001,miami-fl,South,25.7742658,-80.1936589,1842.0,,
21,2021-09-01,2193,miami-fl,South,25.7742658,-80.1936589,1998.0,0.08469055374592838,
20,2021-10-01,2237,miami-fl,South,25.7742658,-80.1936589,2143.6666666666665,0.0729062395729061,
19,2021-11-01,2326,miami-fl,South,25.7742658,-80.1936589,2252.0,0.050536464002488124,
18,2021-12-01,2466,miami-fl,South,25.7742658,-80.1936589,2343.0,0.04040852575488452,
17,2022-01-01,2323,miami-fl,South,25.7742658,-80.1936589,2371.6666666666665,0.012235026319533215,
16,2022-02-01,2441,miami-fl,South,25.7742658,-80.1936589,2410.0,0.016163035839775297,
15,2022-03-01,2484,miami-fl,South,25.7742658,-80.1936589,2416.0,0.0024896265560165887,
14,2022-04-01,2644,miami-fl,South,25.7742658,-80.1936589,2523.0,0.04428807947019875,
13,2022-05-01,2500,miami-fl,South,25.7742658,-80.1936589,2542.6666666666665,0.007794953098163582,
12,2022-06-01,2212,miami-fl,South,25.7742658,-80.1936589,2452.0,-0.035658101730466685,
11,2022-07-01,2469,miami-fl,South,25.7742658,-80.1936589,2393.6666666666665,-0.02379010331702014,
10,2022-08-01,2511,miami-fl,South,25.7742658,-80.1936589,2397.3333333333335,0.0015318200807687976,0.3014838943177707
9,2022-09-01,2503,miami-fl,South,25.7742658,-80.1936589,2494.3333333333335,0.0404616240266964,0.2484150817484152
8,2022-10-01,2560,miami-fl,South,25.7742658,-80.1936589,2524.6666666666665,0.012160898035547207,0.1777328564764422
7,2022-11-01,2690,miami-fl,South,25.7742658,-80.1936589,2584.3333333333335,0.02363348296804868,0.14757252812314992
6,2022-12-01,2664,miami-fl,South,25.7742658,-80.1936589,2638.0,0.020766155036759937,0.12590695689287235
5,2023-01-01,2663,miami-fl,South,25.7742658,-80.1936589,2672.3333333333335,0.013014910285569892,0.12677442023893204
4,2023-02-01,2612,miami-fl,South,25.7742658,-80.1936589,2646.3333333333335,-0.009729325183984061,0.09806362378976496
3,2023-03-01,2662,miami-fl,South,25.7742658,-80.1936589,2645.6666666666665,-0.0002519208968384534,0.0950607064017659
2,2023-04-01,2810,miami-fl,South,25.7742658,-80.1936589,2694.6666666666665,0.018520851707194197,0.0680406922975294
1,2023-05-01,2900,miami-fl,South,25.7742658,-80.1936589,2790.6666666666665,0.03562592775853535,0.09753539590980598
0,2023-06-01,2900,miami-fl,South,25.7742658,-80.1936589,2870.0,0.028428093645485042,0.17047308319738996
24,2021-06-01,1571,atlanta-ga,South,33.7490987,-84.3901849,,,
23,2021-07-01,1622,atlanta-ga,South,33.7490987,-84.3901849,,,
22,2021-08-01,1674,atlanta-ga,South,33.7490987,-84.3901849,1622.3333333333333,,
21,2021-09-01,1708,atlanta-ga,South,33.7490987,-84.3901849,1668.0,0.02814875693445651,
20,2021-10-01,1740,atlanta-ga,South,33.7490987,-84.3901849,1707.3333333333333,0.023581135091926386,
19,2021-11-01,1723,atlanta-ga,South,33.7490987,-84.3901849,1723.6666666666667,0.009566575556423373,
18,2021-12-01,1702,atlanta-ga,South,33.7490987,-84.3901849,1721.6666666666667,-0.0011603171533552947,
17,2022-01-01,1703,atlanta-ga,South,33.7490987,-84.3901849,1709.3333333333333,-0.007163601161665145,
16,2022-02-01,1700,atlanta-ga,South,33.7490987,-84.3901849,1701.6666666666667,-0.0044851794071761875,
15,2022-03-01,1702,atlanta-ga,South,33.7490987,-84.3901849,1701.6666666666667,0.0,
14,2022-04-01,1702,atlanta-ga,South,33.7490987,-84.3901849,1701.3333333333333,-0.00019588638589629337,
13,2022-05-01,1720,atlanta-ga,South,33.7490987,-84.3901849,1708.0,0.003918495297805746,
12,2022-06-01,1729,atlanta-ga,South,33.7490987,-84.3901849,1717.0,0.005269320843091396,
11,2022-07-01,1755,atlanta-ga,South,33.7490987,-84.3901849,1734.6666666666667,0.010289264220539662,
10,2022-08-01,1763,atlanta-ga,South,33.7490987,-84.3901849,1749.0,0.008262874711760126,0.0780768440517774
9,2022-09-01,1762,atlanta-ga,South,33.7490987,-84.3901849,1760.0,0.0062893081761006275,0.05515587529976029
8,2022-10-01,1675,atlanta-ga,South,33.7490987,-84.3901849,1733.3333333333333,-0.015151515151515249,0.015228426395939021
7,2022-11-01,1676,atlanta-ga,South,33.7490987,-84.3901849,1704.3333333333333,-0.016730769230769216,-0.011216399149100886
6,2022-12-01,1704,atlanta-ga,South,33.7490987,-84.3901849,1685.0,-0.011343633874437709,-0.021297192642788065
5,2023-01-01,1700,atlanta-ga,South,33.7490987,-84.3901849,1693.3333333333333,0.004945598417408492,-0.009360374414976613
4,2023-02-01,1764,atlanta-ga,South,33.7490987,-84.3901849,1722.6666666666667,0.017322834645669305,0.012340842311459266
3,2023-03-01,1765,atlanta-ga,South,33.7490987,-84.3901849,1743.0,0.011803405572755388,0.02428991185112639
2,2023-04-01,1743,atlanta-ga,South,33.7490987,-84.3901849,1757.3333333333333,0.008223369669152714,0.03291536050156729
1,2023-05-01,1752,atlanta-ga,South,33.7490987,-84.3901849,1753.3333333333333,-0.0022761760242792084,0.02654176424668231
0,2023-06-01,1712,atlanta-ga,South,33.7490987,-84.3901849,1735.6666666666667,-0.010076045627376295,0.010871675402834402
24,2021-06-01,1297,nashville-tn,South,36.187025,-86.78086153,,,
23,2021-07-01,1376,nashville-tn,South,36.187025,-86.78086153,,,
22,2021-08-01,1397,nashville-tn,South,36.187025,-86.78086153,1356.6666666666667,,
21,2021-09-01,1422,nashville-tn,South,36.187025,-86.78086153,1398.3333333333333,0.03071253071253066,
20,2021-10-01,1521,nashville-tn,South,36.187025,-86.78086153,1446.6666666666667,0.03456495828367112,
19,2021-11-01,1560,nashville-tn,South,36.187025,-86.78086153,1501.0,0.037557603686635854,
18,2021-12-01,1537,nashville-tn,South,36.187025,-86.78086153,1539.3333333333333,0.02553852986897609,
17,2022-01-01,1529,nashville-tn,South,36.187025,-86.78086153,1542.0,0.0017323516673886097,
16,2022-02-01,1589,nashville-tn,South,36.187025,-86.78086153,1551.6666666666667,0.006268914829226091,
15,2022-03-01,1709,nashville-tn,South,36.187025,-86.78086153,1609.0,0.03694951664876478,
14,2022-04-01,1684,nashville-tn,South,36.187025,-86.78086153,1660.6666666666667,0.03211104205510673,
13,2022-05-01,1726,nashville-tn,South,36.187025,-86.78086153,1706.3333333333333,0.027498996386993158,
12,2022-06-01,1719,nashville-tn,South,36.187025,-86.78086153,1709.6666666666667,0.0019535065442470856,
11,2022-07-01,1799,nashville-tn,South,36.187025,-86.78086153,1748.0,0.022421524663677195,
10,2022-08-01,1770,nashville-tn,South,36.187025,-86.78086153,1762.6666666666667,0.008390541571319687,0.2992628992628992
9,2022-09-01,1739,nashville-tn,South,36.187025,-86.78086153,1769.3333333333333,0.003782148260211615,0.26531585220500586
8,2022-10-01,1746,nashville-tn,South,36.187025,-86.78086153,1751.6666666666667,-0.009984928409947136,0.2108294930875576
7,2022-11-01,1700,nashville-tn,South,36.187025,-86.78086153,1728.3333333333333,-0.013320647002854513,0.15145458583166782
6,2022-12-01,1780,nashville-tn,South,36.187025,-86.78086153,1742.0,0.007907425265188062,0.13165872672152457
5,2023-01-01,1799,nashville-tn,South,36.187025,-86.78086153,1759.6666666666667,0.010141599693838543,0.14115866839602242
4,2023-02-01,1804,nashville-tn,South,36.187025,-86.78086153,1794.3333333333333,0.019700700890320055,0.15639097744360897
3,2023-03-01,1776,nashville-tn,South,36.187025,-86.78086153,1793.0,-0.0007430800668771775,0.1143567433188315
2,2023-04-01,1752,nashville-tn,South,36.187025,-86.78086153,1777.3333333333333,-0.008737683584309375,0.07025291047771964
1,2023-05-01,1779,nashville-tn,South,36.187025,-86.78086153,1769.0,-0.0046886721680419186,0.03672592303184219
0,2023-06-01,1770,nashville-tn,South,36.187025,-86.78086153,1767.0,-0.0011305822498586249,0.03353480210567361
24,2021-06-01,1265,tampa-fl,South,27.9477595,-82.458444,,,
23,2021-07-01,1300,tampa-fl,South,27.9477595,-82.458444,,,
22,2021-08-01,1501,tampa-fl,South,27.9477595,-82.458444,1355.3333333333333,,
21,2021-09-01,1602,tampa-fl,South,27.9477595,-82.458444,1467.6666666666667,0.08288243974422049,
20,2021-10-01,1628,tampa-fl,South,27.9477595,-82.458444,1577.0,0.07449466272995675,
19,2021-11-01,1677,tampa-fl,South,27.9477595,-82.458444,1635.6666666666667,0.037201437328260534,
18,2021-12-01,1577,tampa-fl,South,27.9477595,-82.458444,1627.3333333333333,-0.005094762584063717,
17,2022-01-01,1580,tampa-fl,South,27.9477595,-82.458444,1611.3333333333333,-0.009832036050798854,
16,2022-02-01,1592,tampa-fl,South,27.9477595,-82.458444,1583.0,-0.017583781547372723,
15,2022-03-01,1607,tampa-fl,South,27.9477595,-82.458444,1593.0,0.006317119393556503,
14,2022-04-01,1695,tampa-fl,South,27.9477595,-82.458444,1631.3333333333333,0.024063611634232984,
13,2022-05-01,1740,tampa-fl,South,27.9477595,-82.458444,1680.6666666666667,0.030241111565181944,
12,2022-06-01,1757,tampa-fl,South,27.9477595,-82.458444,1730.6666666666667,0.029750099166997224,
11,2022-07-01,1775,tampa-fl,South,27.9477595,-82.458444,1757.3333333333333,0.015408320493066174,
10,2022-08-01,1794,tampa-fl,South,27.9477595,-82.458444,1775.3333333333333,0.010242792109256493,0.309886866699459
9,2022-09-01,1730,tampa-fl,South,27.9477595,-82.458444,1766.3333333333333,-0.005069470521967712,0.20349761526232113
8,2022-10-01,1674,tampa-fl,South,27.9477595,-82.458444,1732.6666666666667,-0.01906020003774289,0.09871063200169106
7,2022-11-01,1652,tampa-fl,South,27.9477595,-82.458444,1685.3333333333333,-0.027318199307426072,0.030364785001018912
6,2022-12-01,1611,tampa-fl,South,27.9477595,-82.458444,1645.6666666666667,-0.023536392405063222,0.011265874641540385
5,2023-01-01,1626,tampa-fl,South,27.9477595,-82.458444,1629.6666666666667,-0.009722503544662753,0.011377741001241226
4,2023-02-01,1663,tampa-fl,South,27.9477595,-82.458444,1633.3333333333333,0.0022499488647984567,0.03179616761423443
3,2023-03-01,1685,tampa-fl,South,27.9477595,-82.458444,1658.0,0.01510204081632649,0.04080351537978655
2,2023-04-01,1677,tampa-fl,South,27.9477595,-82.458444,1675.0,0.010253317249698357,0.026767470371884095
1,2023-05-01,1681,tampa-fl,South,27.9477595,-82.458444,1681.0,0.0035820895522387097,0.00019833399444668665
0,2023-06-01,1675,tampa-fl,South,27.9477595,-82.458444,1677.6666666666667,-0.0019829466587348854,-0.030624036979969183
24,2021-06-01,1305,charlotte-nc,South,35.2270869,-80.8431268,,,
23,2021-07-01,1334,charlotte-nc,South,35.2270869,-80.8431268,,,
22,2021-08-01,1391,charlotte-nc,South,35.2270869,-80.8431268,1343.3333333333333,,
21,2021-09-01,1475,charlotte-nc,South,35.2270869,-80.8431268,1400.0,0.042183622828784184,
20,2021-10-01,1431,charlotte-nc,South,35.2270869,-80.8431268,1432.3333333333333,0.023095238095238058,
19,2021-11-01,1422,charlotte-nc,South,35.2270869,-80.8431268,1442.6666666666667,0.007214335582965026,
18,2021-12-01,1375,charlotte-nc,South,35.2270869,-80.8431268,1409.3333333333333,-0.02310536044362299,
17,2022-01-01,1392,charlotte-nc,South,35.2270869,-80.8431268,1396.3333333333333,-0.009224219489120111,
16,2022-02-01,1359,charlotte-nc,South,35.2270869,-80.8431268,1375.3333333333333,-0.015039388875626614,
15,2022-03-01,1394,charlotte-nc,South,35.2270869,-80.8431268,1381.6666666666667,0.004604944255938159,
14,2022-04-01,1410,charlotte-nc,South,35.2270869,-80.8431268,1387.6666666666667,0.004342581423401715,
13,2022-05-01,1454,charlotte-nc,South,35.2270869,-80.8431268,1419.3333333333333,0.022820081671871106,
12,2022-06-01,1486,charlotte-nc,South,35.2270869,-80.8431268,1450.0,0.02160638797557546,
11,2022-07-01,1497,charlotte-nc,South,35.2270869,-80.8431268,1479.0,0.020000000000000018,
10,2022-08-01,1499,charlotte-nc,South,35.2270869,-80.8431268,1494.0,0.010141987829614507,0.11215880893300256
9,2022-09-01,1495,charlotte-nc,South,35.2270869,-80.8431268,1497.0,0.002008032128514081,0.0692857142857144
8,2022-10-01,1474,charlotte-nc,South,35.2270869,-80.8431268,1489.3333333333333,-0.005121353818748675,0.039795205957644963
7,2022-11-01,1483,charlotte-nc,South,35.2270869,-80.8431268,1484.0,-0.0035810205908684,0.02865064695009245
6,2022-12-01,1539,charlotte-nc,South,35.2270869,-80.8431268,1498.6666666666667,0.009883198562443907,0.06338694418164637
5,2023-01-01,1559,charlotte-nc,South,35.2270869,-80.8431268,1527.0,0.018905693950177938,0.0935784196705658
4,2023-02-01,1565,charlotte-nc,South,35.2270869,-80.8431268,1554.3333333333333,0.017900021829294843,0.13015026660203577
3,2023-03-01,1574,charlotte-nc,South,35.2270869,-80.8431268,1566.0,0.007505897490885705,0.13341375150784063
2,2023-04-01,1587,charlotte-nc,South,35.2270869,-80.8431268,1575.3333333333333,0.005959982971477151,0.13523901032908947
1,2023-05-01,1568,charlotte-nc,South,35.2270869,-80.8431268,1576.3333333333333,0.0006347862886162403,0.11061531235321742
0,2023-06-01,1561,charlotte-nc,South,35.2270869,-80.8431268,1572.0,-0.0027489955593148485,0.08413793103448275
24,2021-06-01,996,jacksonville-fl,South,30.3321838,-81.655651,,,
23,2021-07-01,1002,jacksonville-fl,South,30.3321838,-81.655651,,,
22,2021-08-01,1035,jacksonville-fl,South,30.3321838,-81.655651,1011.0,,
21,2021-09-01,1062,jacksonville-fl,South,30.3321838,-81.655651,1033.0,0.021760633036597365,
20,2021-10-01,1164,jacksonville-fl,South,30.3321838,-81.655651,1087.0,0.0522749273959342,
19,2021-11-01,1324,jacksonville-fl,South,30.3321838,-81.655651,1183.3333333333333,0.08862312174179698,
18,2021-12-01,1217,jacksonville-fl,South,30.3321838,-81.655651,1235.0,0.04366197183098608,
17,2022-01-01,1205,jacksonville-fl,South,30.3321838,-81.655651,1248.6666666666667,0.01106612685560071,
16,2022-02-01,1239,jacksonville-fl,South,30.3321838,-81.655651,1220.3333333333333,-0.02269087026161254,
15,2022-03-01,1257,jacksonville-fl,South,30.3321838,-81.655651,1233.6666666666667,0.010925976509150725,
14,2022-04-01,1277,jacksonville-fl,South,30.3321838,-81.655651,1257.6666666666667,0.019454201567143947,
13,2022-05-01,1283,jacksonville-fl,South,30.3321838,-81.655651,1272.3333333333333,0.011661807580174877,
12,2022-06-01,1284,jacksonville-fl,South,30.3321838,-81.655651,1281.3333333333333,0.007073618024626693,
11,2022-07-01,1293,jacksonville-fl,South,30.3321838,-81.655651,1286.6666666666667,0.0041623309053071544,
10,2022-08-01,1257,jacksonville-fl,South,30.3321838,-81.655651,1278.0,-0.006735751295336878,0.26409495548961415
9,2022-09-01,1207,jacksonville-fl,South,30.3321838,-81.655651,1252.3333333333333,-0.02008346374543568,0.21232655695385594
8,2022-10-01,1208,jacksonville-fl,South,30.3321838,-81.655651,1224.0,-0.02262443438914019,0.12603495860165603
7,2022-11-01,1293,jacksonville-fl,South,30.3321838,-81.655651,1236.0,0.009803921568627416,0.0445070422535212
6,2022-12-01,1327,jacksonville-fl,South,30.3321838,-81.655651,1276.0,0.032362459546925626,0.03319838056680169
5,2023-01-01,1311,jacksonville-fl,South,30.3321838,-81.655651,1310.3333333333333,0.026907001044931933,0.04938601174586221
4,2023-02-01,1302,jacksonville-fl,South,30.3321838,-81.655651,1313.3333333333333,0.0022894937674891036,0.0762086861513247
3,2023-03-01,1291,jacksonville-fl,South,30.3321838,-81.655651,1301.3333333333333,-0.009137055837563413,0.05485004052958642
2,2023-04-01,1303,jacksonville-fl,South,30.3321838,-81.655651,1298.6666666666667,-0.002049180327868716,0.03260005300821622
1,2023-05-01,1287,jacksonville-fl,South,30.3321838,-81.655651,1293.6666666666667,-0.0038501026694045537,0.01676709457689296
0,2023-06-01,1285,jacksonville-fl,South,30.3321838,-81.655651,1291.6666666666667,-0.0015459933006957138,0.008064516129032473
24,2021-06-01,1369,orlando-fl,South,28.5421175,-81.3790462,,,
23,2021-07-01,1439,orlando-fl,South,28.5421175,-81.3790462,,,
22,2021-08-01,1492,orlando-fl,South,28.5421175,-81.3790462,1433.3333333333333,,
21,2021-09-01,1544,orlando-fl,South,28.5421175,-81.3790462,1491.6666666666667,0.04069767441860472,
